"file","Block","Sentence","Speaker","Word","scoreMax_synchrony","scoreMean_synchrony","scoreMax_syncRel","scoreMean_syncRel","scoreMax_Mass","scoreMean_Mass","scoreMax_scaling","scoreMean_scaling","scoreMax_scaleRel","scoreMean_scaleRel","scoreMax_massXsync","scoreMean_massXsync","scoreMax_massXscale","scoreMean_massXscale","scoreMax_massXf0","scoreMean_massXf0"
"1-13-08_js_1new2txtaccessbl-lawine2_03",1,13,8,"an",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1-13-08_js_1new2txtaccessbl-lawine2_03",1,13,8,"seiner",2,-0.666666666666667,4.04,1.92633333333333,0.61,0.516666666666667,-1.91533540569901,-7.11540911747367,3.535,1.84166666666667,1.86648,1.13633333333333,1.78136,1.20887,3.64784,2.34520333333333
"1-13-08_js_1new2txtaccessbl-lawine2_03",1,13,8,"schule",3,0.333333333333333,3.191,2.83533333333333,0.23,0.19,9.51466089452902,4.84050660320634,2.462,1.47133333333333,0.70541,0.566226666666667,0.64216,0.449103333333333,1.33975,1.01533
"1-14-02_BG-211",1,14,2,"matthias",3,-6.5,5.614,3.5535,3.11,2.195,82.252978719576,34.3598374710185,21.286,12.394,11.58786,7.27745,17.03658,10.54773,28.62444,17.82518
"1-14-02_BG-211",1,14,2,"hat",-8,-8,4.762,4.762,0.94,0.94,-102.489512289938,-102.489512289938,26.524,26.524,3.31538,3.31538,5.43602,5.43602,8.7514,8.7514
"1-14-02_BG-211",1,14,2,"mit",1,1,0.617,0.617,1.04,1.04,-9.74811505608,-9.74811505608,2.523,2.523,1.76072,1.76072,2.92968,2.92968,4.6904,4.6904
"1-14-02_BG-211",1,14,2,"doktor",-1,-1.5,1.325,0.979,0.85,0.835,0.901853928241991,-1.1581079928245,0.833,0.533,1.88445,1.642505,1.53668,1.32169,2.99115,2.964195
"1-14-02_BG-211",1,14,2,"bahber",-1,-1,0.613,0.5875,1.42,1.14,-2.28622738435899,-2.95248542608699,0.937,0.7645,2.33306,1.89323,2.77468,2.10587,5.10774,3.9991
"1-14-02_BG-211",1,14,2,"geredet",1,-1.33333333333333,1.571,1.27133333333333,1.29,0.793333333333333,5.32038404375498,-1.23603372811367,1.377,1.238,3.04698,1.78312,2.87799,1.70793333333333,5.92497,3.49105333333333
"1-15-04_bb_3given-drbieber3_01",1,15,4,"der",0,0,0,0,0.82,0.82,-27.039982049871,-27.039982049871,6.998,6.998,0.82,0.82,3.28,3.28,4.1,4.1
"1-15-04_bb_3given-drbieber3_01",1,15,4,"oberarzt",8,6.33333333333333,7.018,4.81333333333333,1.46,1.37333333333333,52.465086641246,37.3453895689507,13.578,9.66466666666667,5.26768,4.70879,6.86106,6.00797,11.23178,10.71676
"1-15-04_bb_3given-drbieber3_01",1,15,4,"und",-6,-6,4.651,4.651,0.82,0.82,-43.975276243401,-43.975276243401,11.38,11.38,2.86918,2.86918,3.7966,3.7966,6.66578,6.66578
"1-15-04_bb_3given-drbieber3_01",1,15,4,"seine",-2,-3,3.053,2.333,1.26,1.06,-7.59728140568399,-16.954471877662,6.809,4.3875,3.80394,2.92795,4.9959,3.60262,8.79984,6.53057
"1-15-04_bb_3given-drbieber3_01",1,15,4,"kollegen",11,0.333333333333333,7.586,4.87,1.37,1.27,22.675686021646,9.510837364813,5.868,4.80966666666667,5.61974,4.44669,4.92378,4.47647,10.54352,8.92316
"1-15-04_bb_3given-drbieber3_01",1,15,4,"möchten",-1,-2.5,3.67,2.2415,0.9,0.765,-10.33784067086,-13.453534587171,4.288,3.4815,2.03049,1.851345,3.0627,2.43792,4.7349,4.289265
"1-15-04_bb_3given-drbieber3_01",1,15,4,"doktor",1,-3,4.698,2.7915,0.91,0.81,-9.68974419539799,-11.4388422800885,3.413,2.9605,3.1941,2.276875,2.85922,2.427515,6.05332,4.70439
"1-15-04_bb_3given-drbieber3_01",1,15,4,"bieber",11,2,6.832,5.59,1.42,1.315,37.077895768105,21.54774179205,9.595,5.576,4.85498,4.828735,6.2551,4.55172,11.11008,9.380455
"1-15-04_bb_3given-drbieber3_01",1,15,4,"gerne",1,-0.5,1.307,1.0325,1.26,1.22,30.603653908866,-11.225664415162,13.73,10.825,2.77956,2.46004,6.15006,5.52766,8.92962,7.9877
"1-15-04_bb_3given-drbieber3_01",1,15,4,"als",-4,-4,3.279,3.279,0.67,0.67,-27.740358755795,-27.740358755795,7.179,7.179,2.07499,2.07499,2.70144,2.70144,4.77643,4.77643
"1-15-04_bb_3given-drbieber3_01",1,15,4,"neuen",7,3,3.684,2.3095,1.33,0.94,28.212451130334,15.5378059562605,7.301,4.021,4.29324,2.68342,5.39049,3.190245,9.68373,5.873665
"1-15-04_bb_3given-drbieber3_01",1,15,4,"arzt",10,10,4.95,4.95,1.2,1.2,-20.581924968678,-20.581924968678,5.326,5.326,4.2876,4.2876,4.3932,4.3932,8.6808,8.6808
"1-15-04_bb_3given-drbieber3_01",1,15,4,"in",0,0,0,0,0.85,0.85,22.981925031446,22.981925031446,5.948,5.948,0.85,0.85,3.22745,3.22745,4.07745,4.07745
"1-15-04_bb_3given-drbieber3_01",1,15,4,"ihrem",-1,-1.5,2.703,2.171,0.62,0.435,-5.26852361239298,-6.023473732611,1.754,1.5585,1.488,1.105125,1.52644,1.043345,3.01444,2.14847
"1-15-04_bb_3given-drbieber3_01",1,15,4,"krankenhaus",3,-0.333333333333333,3.55,2.43233333333333,0.87,0.806666666666667,10.367811239673,-2.166273798247,5.149,2.872,2.67624,2.20017333333333,3.0408,2.22758666666667,5.71704,4.42776
"1-15-04_bb_3given-drbieber3_01",1,15,4,"einstellen",-3,-7,4.151,2.7795,1.15,1.11,-11.34822723261,-13.7481887453285,4.179,3.558,3.60055,3.104375,3.60911,3.51633,7.20966,6.620705
"1-16-07_hw_4txtgiven-lawine2_03",1,16,7,"schon",-6,-6,4.286,4.286,1.2,1.2,51.186702614934,51.186702614934,13.247,13.247,4.0824,4.0824,5.7996,5.7996,9.882,9.882
"1-16-07_hw_4txtgiven-lawine2_03",1,16,7,"seit",-3,-3,2.098,2.098,1.22,1.22,-16.17057492731,-16.17057492731,4.185,4.185,3.20982,3.20982,4.11628,4.11628,7.3261,7.3261
"1-16-07_hw_4txtgiven-lawine2_03",1,16,7,"wochen",7,-4.5,10.063,7.275,1.35,1.295,40.880952814622,0.785986255560999,10.58,10.3765,6.0318,5.15862,6.0507,5.83643,12.0825,10.99505
"1-16-07_hw_4txtgiven-lawine2_03",1,16,7,"freuen",0,-1,1.111,0.5555,1.73,1,2.02158607963401,-8.746453818927,5.05,2.7865,3.59494,1.93247,2.78011,1.87565,6.37505,3.80812
"1-16-07_hw_4txtgiven-lawine2_03",1,16,7,"sie",-1,-1,1.111,1.111,0.6,0.6,-8.01412760790001,-8.01412760790001,2.074,2.074,1.2468,1.2468,1.572,1.572,2.8188,2.8188
"1-16-07_hw_4txtgiven-lawine2_03",1,16,7,"sich",2,2,1.361,1.361,0.94,0.94,5.52218958300199,5.52218958300199,1.429,1.429,2.10466,2.10466,2.1432,2.1432,4.24786,4.24786
"1-16-07_hw_4txtgiven-lawine2_03",1,16,7,"auf",1,1,0.746,0.746,0.49,0.49,-4.541008053778,-4.541008053778,1.175,1.175,0.88396,0.88396,1.03929,1.03929,1.92325,1.92325
"1-16-07_hw_4txtgiven-lawine2_03",1,16,7,"dieses",4,1.5,3.333,2.06,0.88,0.765,10.605453662865,9.52243096062049,2.745,2.4645,2.02475,1.821095,2.5564,2.146275,4.17384,3.96737
"1-16-07_hw_4txtgiven-lawine2_03",1,16,7,"thema",7,-2.5,6.857,5.2705,1.23,1.22,-7.61793375801099,-14.172420662638,5.364,3.6675,4.80854,4.38949,4.5141,3.812505,8.48454,8.201995
"1-17-05_DK_3scenario-ballade2_03",1,17,5,"sie",4,4,3.604,3.604,0.63,0.63,-107.636715087728,-107.636715087728,27.856,27.856,2.01789,2.01789,3.68613,3.68613,5.70402,5.70402
"1-17-05_DK_3scenario-ballade2_03",1,17,5,"liest",10,6,7.519,4.835,1.3,0.905,35.570394849758,26.5722099086785,9.205,6.8765,5.3183,3.33643,5.6563,3.71351,10.9746,7.04994
"1-17-05_DK_3scenario-ballade2_03",1,17,5,"sich",-6,-6,4.444,4.444,0.68,0.68,0.055229081397016,0.055229081397016,0.014,0.014,2.3426,2.3426,0.6936,0.6936,3.0362,3.0362
"1-17-05_DK_3scenario-ballade2_03",1,17,5,"die",-6,-6,5.455,5.455,0.66,0.66,-34.11149933288,-34.11149933288,8.828,8.828,2.4354,2.4354,2.83602,2.83602,5.27142,5.27142
"1-17-05_DK_3scenario-ballade2_03",1,17,5,"ballade",4,-0.666666666666667,5.333,3.302,1.48,1.24,24.58584464783,-3.801788846681,6.363,5.226,5.42124,3.86823,5.12112,4.43613333333333,10.38812,8.30436333333333
"1-17-05_DK_3scenario-ballade2_03",1,17,5,"durch",-9,-9,3.6,3.6,1.51,1.51,-28.709569828197,-28.709569828197,7.43,7.43,4.83502,4.83502,6.15476,6.15476,10.98978,10.98978
"1-18-10_ks_3scenario-romana2_02",1,18,10,"von",-2,-2,1.471,1.471,1.28,1.28,38.668317119111,38.668317119111,10.007,10.007,2.9504,2.9504,5.7088,5.7088,8.6592,8.6592
"1-18-10_ks_3scenario-romana2_02",1,18,10,"einem",5,2,3.311,2.1455,1.67,1.425,8.74103385827698,6.487826385809,2.262,1.679,5.19036,3.76692,3.45356,3.32332,8.64392,7.09024
"1-18-10_ks_3scenario-romana2_02",1,18,10,"bekannten",12,0,8.075,5.7975,1.5,0.9625,72.157303192469,12.3384911939103,18.674,9.36975,5.7585,3.5599025,5.847,3.87266,11.6055,7.4325625
"1-18-10_ks_3scenario-romana2_02",1,18,10,"haben",-1,-2,3.061,1.828,2.02,1.32,-7.93083405036305,-27.770341748793,12.321,7.1865,3.38148,2.62756,9.56672,5.59246,12.9482,8.22002
"1-18-10_ks_3scenario-romana2_02",1,18,10,"sie",-2,-2,1.852,1.852,0.54,0.54,-22.536626036778,-22.536626036778,5.832,5.832,1.35648,1.35648,2.03688,2.03688,3.39336,3.39336
"1-18-10_ks_3scenario-romana2_02",1,18,10,"eine",1,-0.5,1.887,1.39,0.94,0.895,-1.86656133308398,-8.01228433771249,3.664,2.0735,2.3782,2.005525,3.02868,2.181165,5.40688,4.18669
"1-18-10_ks_3scenario-romana2_02",1,18,10,"gute",7,1,4.545,4.2105,1.11,1.005,78.085813957479,52.058509440368,20.208,13.4725,3.85281,3.405105,6.00177,4.779285,9.85458,8.18439
"1-18-10_ks_3scenario-romana2_02",1,18,10,"empfehlung",-2,-4.66666666666667,5.521,3.24633333333333,1.31,0.983333333333333,-19.657161394925,-39.4962617999803,16.105,10.2213333333333,4.85355,3.00745,6.67576,4.35814666666667,11.52931,7.36559666666667
"1-18-10_ks_3scenario-romana2_02",1,18,10,"bekommen",0,-0.666666666666667,0.917,0.574333333333333,0.55,0.37,17.429805195978,1.33031963813534,4.511,2.663,1.06645,0.698533333333333,1.4938,0.900523333333333,2.51295,1.59905666666667
"1-19-11_PB_1new2txtaccessbl-janina2_07",1,19,11,"freundlich",-1,-3.33333333333333,4.73,2.19666666666667,2.08,1.32,-17.493607516776,-29.7574891243011,9.312,7.701,5.34888,3.45678666666667,9.08128,5.3064,13.46592,8.76318666666667
"1-19-11_PB_1new2txtaccessbl-janina2_07",1,19,11,"sieht",1,1,0.943,0.943,0.36,0.36,6.3017110397864,6.3017110397864,1.631,1.631,0.70488,0.70488,0.86256,0.86256,1.56744,1.56744
"1-19-11_PB_1new2txtaccessbl-janina2_07",1,19,11,"die",-1,-1,0.617,0.617,0.68,0.68,-6.08680442324,-6.08680442324,1.575,1.575,1.15124,1.15124,1.6082,1.6082,2.75944,2.75944
"1-19-11_PB_1new2txtaccessbl-janina2_07",1,19,11,"janina",2,-2.66666666666667,4.049,1.997,1.66,1.01333333333333,2.0216603795253,0.0866567130729633,0.523,0.343666666666667,5.53776,2.76264,2.60288,1.51184666666667,8.14064,4.27448666666667
"1-19-11_PB_1new2txtaccessbl-janina2_07",1,19,11,"aus",5,5,2.475,2.475,0.97,0.97,-5.0336177357912,-5.0336177357912,1.303,1.303,2.71309,2.71309,2.13788,2.13788,4.85097,4.85097
"1-20-03_as_3scenario-banane2_04",1,20,3,"vorhin",17,5.5,9.091,6.3975,1.42,1.295,22.180734711999,14.694312235776,5.74,3.8025,6.1557,4.96974,5.32926,4.138245,11.48496,9.107985
"1-20-03_as_3scenario-banane2_04",1,20,3,"war",-7,-7,2.991,2.991,2.1,2.1,42.022979793101,42.022979793101,10.875,10.875,6.2937,6.2937,9.597,9.597,15.8907,15.8907
"1-20-03_as_3scenario-banane2_04",1,20,3,"er",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1-20-03_as_3scenario-banane2_04",1,20,3,"dafür",-3,-5.5,4.651,3.5255,1.37,1.045,-12.226927024383,-32.2772463699145,13.542,8.353,4.79363,3.392575,6.66094,4.43135,11.45457,7.823925
"1-20-03_as_3scenario-banane2_04",1,20,3,"extra",10,4,5.348,3.738,0.81,0.705,36.783878304667,32.8402514277855,9.519,8.4985,2.96946,2.27823,3.30804,2.97252,6.2775,5.25075
"1-20-03_as_3scenario-banane2_04",1,20,3,"noch",2,2,1.258,1.258,1.04,1.04,-3.455470664404,-3.455470664404,0.894,0.894,2.262,2.262,1.99784,1.99784,4.25984,4.25984
"1-20-03_as_3scenario-banane2_04",1,20,3,"auf",5,5,3.067,3.067,1.08,1.08,-24.396912658805,-24.396912658805,6.314,6.314,3.26592,3.26592,4.18068,4.18068,7.4466,7.4466
"1-20-03_as_3scenario-banane2_04",1,20,3,"dem",-16,-16,8.29,8.29,1.22,1.22,-8.52240950994303,-8.52240950994303,2.206,2.206,5.14352,5.14352,3.27082,3.27082,8.41434,8.41434
"1-20-03_as_3scenario-banane2_04",1,20,3,"markt",17,17,5.923,5.923,1.92,1.92,-62.061799126632,-62.061799126632,16.061,16.061,7.27872,7.27872,9.77856,9.77856,17.05728,17.05728
"1-20-03_as_3scenario-banane2_04",1,20,3,"beim",0,0,0,0,0.92,0.92,66.815800648527,66.815800648527,17.291,17.291,0.92,0.92,4.77756,4.77756,5.69756,5.69756
"1-20-03_as_3scenario-banane2_04",1,20,3,"obsthändler",2,-2.2,4,2.1526,0.57,0.264,8.92160289293702,-13.4562243208904,8.717,4.406,1.81089,0.78861,2.44017,0.964742,4.25106,1.753352
"2-01-02_FOF-210",2,1,2,"jetzt",11,6.5,6.667,4.804,1.17,0.73,9.59576303920102,-1.14404770423949,3.075,2.779,4.60863,2.73627,3.54159,2.176795,8.15022,4.913065
"2-01-02_FOF-210",2,1,2,"hat",3,3,2.098,2.098,0.91,0.91,6.659714177989,6.659714177989,1.723,1.723,2.39421,2.39421,2.22495,2.22495,4.61916,4.61916
"2-01-02_FOF-210",2,1,2,"sogar",3,2.5,1.987,1.708,1.4,1.085,46.275789940385,22.4035328847195,11.976,6.178,3.6106,2.6831,3.61746,2.83423,5.6616,5.51733
"2-01-02_FOF-210",2,1,2,"doktor",3,-1.5,4.196,3.369,0.89,0.83,13.628496423718,8.860792034302,3.527,2.293,3.00553,2.59039,2.44783,2.132605,4.82291,4.722995
"2-01-02_FOF-210",2,1,2,"bahber",-2,-8.5,7.282,4.3035,1.96,1.495,-24.870319930076,-43.3301726650865,15.991,11.2135,7.938,5.110755,9.97052,6.991185,17.90852,12.10194
"2-01-02_FOF-210",2,1,2,"so",-3,-3,2.19,2.19,0.48,0.48,-3.141150994078,-3.141150994078,0.813,0.813,1.28352,1.28352,0.89184,0.89184,2.17536,2.17536
"2-01-02_FOF-210",2,1,2,"eins",3,3,1.172,1.172,1.33,1.33,-10.618530676507,-10.618530676507,2.748,2.748,2.81827,2.81827,3.86498,3.86498,6.68325,6.68325
"2-02-03_as_3scenario-rosine2_03",2,2,3,"sie",-4,-4,3.15,3.15,1.15,1.15,94.175419662243,94.175419662243,24.372,24.372,3.51095,3.51095,6.51475,6.51475,10.0257,10.0257
"2-02-03_as_3scenario-rosine2_03",2,2,3,"werfen",-1,-1.5,1.136,1.003,2.29,1.495,12.397938678366,-6.5837343474715,6.616,4.912,4.79755,3.064825,8.99741,5.574255,13.79496,8.63908
"2-02-03_as_3scenario-rosine2_03",2,2,3,"die",-3,-3,2.222,2.222,1.12,1.12,-7.892001806861,-7.892001806861,2.042,2.042,3.01056,3.01056,2.9176,2.9176,5.92816,5.92816
"2-02-03_as_3scenario-rosine2_03",2,2,3,"rosine",-1,-3,3.252,2.286,1.08,0.893333333333333,-3.485389267139,-13.5698201591947,6.79,3.512,3.12768,2.40797333333333,3.17844,2.57590666666667,6.30612,4.98388
"2-02-03_as_3scenario-rosine2_03",2,2,3,"weg",-7,-7,4.375,4.375,0.91,0.353333333333333,-44.859426862417,-44.859426862417,11.609,11.609,3.11766,3.11766,4.23696,1.64512,7.35462,7.35462
"2-03-12_RK_3scenario-diedame1_04",2,3,12,"es",2,2,2.198,2.198,0.17,0.17,-54.361497364532,-54.361497364532,14.068,14.068,0.45509,0.45509,0.83521,0.83521,1.2903,1.2903
"2-03-12_RK_3scenario-diedame1_04",2,3,12,"wird",1,1,0.763,0.763,0.89,0.89,9.128938978818,9.128938978818,2.363,2.363,1.61802,1.61802,2.4475,2.4475,4.06552,4.06552
"2-03-12_RK_3scenario-diedame1_04",2,3,12,"sehr",4,4,3.2,3.2,1.55,1.55,23.911185865983,23.911185865983,6.188,6.188,4.7585,4.7585,5.9613,5.9613,10.7198,10.7198
"2-03-12_RK_3scenario-diedame1_04",2,3,12,"schwer",10,-3.5,7.194,7.1095,3.26,2.25,20.201015344974,15.073856088629,5.228,3.901,13.0563,9.02985,9.25188,6.88212,22.30818,15.91197
"2-03-12_RK_3scenario-diedame1_04",2,3,12,"sie",-2,-2,1.342,1.342,0.65,0.65,-65.188795117014,-65.188795117014,16.87,16.87,1.4482,1.4482,3.35335,3.35335,4.80155,4.80155
"2-03-12_RK_3scenario-diedame1_04",2,3,12,"von",-3,-3,3.03,3.03,0.5,0.5,-7.373200554278,-7.373200554278,1.908,1.908,1.5055,1.5055,1.27,1.27,2.7755,2.7755
"2-03-12_RK_3scenario-diedame1_04",2,3,12,"einem",4,4,2.03,2.03,1.69,1.69,-2.603969741589,-2.603969741589,0.674,0.674,4.39231,4.39231,2.94567,2.94567,7.33798,7.33798
"2-03-12_RK_3scenario-diedame1_04",2,3,12,"günstigeren",4,-0.5,3.604,2.209,1.27,0.6725,24.482733019319,-3.0326394508085,6.407,3.953,3.80365,1.75385,4.92125,2.1666375,8.7249,3.9204875
"2-03-12_RK_3scenario-diedame1_04",2,3,12,"preis",1,-1.33333333333333,3.185,1.409,1.1,0.476666666666667,4.729942273417,-0.25564630783833,1.941,1.22766666666667,3.3715,1.32653333333333,2.8116,1.12444,6.1831,2.45097333333333
"2-03-12_RK_3scenario-diedame1_04",2,3,12,"zu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-03-12_RK_3scenario-diedame1_04",2,3,12,"überzeugen",0,-2.5,1.946,0.973,1.72,0.955,15.609741789546,6.78750706659199,4.04,2.2835,4.40148,2.29574,2.77092,1.702095,7.1724,3.997835
"2-04-10_ks_1new2txtaccessbl-banane2_6",2,4,10,"lecker",11,-2.5,9.143,8.391,1.61,1.395,95.752597961912,30.0724000283555,24.78,16.9975,6.99062,5.9208,7.00833,6.860085,13.99895,12.780885
"2-04-10_ks_1new2txtaccessbl-banane2_6",2,4,10,"sieht",-1,-1,1.064,1.064,0.28,0.28,-34.081303295704,-34.081303295704,8.82,8.82,0.5726,0.5726,1.20288,1.20288,1.77548,1.77548
"2-04-10_ks_1new2txtaccessbl-banane2_6",2,4,10,"die",-3,-3,2.727,2.727,0.66,0.66,2.66037864938201,2.66037864938201,0.688,0.688,1.91268,1.91268,1.1583,1.1583,3.07098,3.07098
"2-04-10_ks_1new2txtaccessbl-banane2_6",2,4,10,"banane",0,-1.66666666666667,2.685,1.06866666666667,1.58,1.27,1.08682674302202,-7.36313717925167,5.152,2.09266666666667,4.55356,2.54957,5.72118,3.05629666666667,10.27474,5.60586666666667
"2-04-10_ks_1new2txtaccessbl-banane2_6",2,4,10,"aus",6,6,2.643,2.643,1.45,1.45,-0.0863225324540053,-0.0863225324540053,0.022,0.022,4.15425,4.15425,1.49495,1.49495,5.6492,5.6492
"2-05-07_hw_4txtgiven-drbieber2_02",2,5,7,"sie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-05-07_hw_4txtgiven-drbieber2_02",2,5,7,"laden",-5,-15.5,10.484,7.3605,2.09,1.665,10.473196752712,-1.2465312647135,3.356,3.033,9.45098,6.82667,6.04219,4.957355,15.49317,11.784025
"2-05-07_hw_4txtgiven-drbieber2_02",2,5,7,"doktor",2,-0.5,2.4,2.1615,0.68,0.655,32.980713570908,10.677948131853,8.535,5.7715,1.88088,1.742745,2.89204,2.391965,4.77292,4.13471
"2-05-07_hw_4txtgiven-drbieber2_02",2,5,7,"bieber",-3,-5,3.784,2.9335,1.51,1.28,9.10284371098601,-14.4764182301115,9.849,6.1025,4.91958,3.83739,6.70289,4.79362,11.62247,8.63101
"2-05-07_hw_4txtgiven-drbieber2_02",2,5,7,"ein",5,-2.5,6.135,4.9055,1.05,0.9,2.613131185198,-15.426992765311,8.661,4.6685,4.02675,3.22275,4.4856,2.897175,8.51235,6.119925
"2-06-01_ab_4txtgiven-ballade2_01",2,6,1,"carla",6,4,5.085,3.1205,2.11,1.82,70.136711044217,46.562402182388,18.151,12.05,5.51565,4.981765,8.04627,8.02897,13.56192,13.010735
"2-06-01_ab_4txtgiven-ballade2_01",2,6,1,"muss",-7,-7,4.217,4.217,1.67,1.67,-14.387506448411,-14.387506448411,3.723,3.723,5.64961,5.64961,5.4108,5.4108,11.06041,11.06041
"2-06-01_ab_4txtgiven-ballade2_01",2,6,1,"für",-3,-3,3.659,3.659,0.32,0.32,-65.15183207069,-65.15183207069,16.861,16.861,1.0304,1.0304,1.65088,1.65088,2.68128,2.68128
"2-06-01_ab_4txtgiven-ballade2_01",2,6,1,"den",-6,-6,4.167,4.167,1.15,1.15,-32.576826618733,-32.576826618733,8.431,8.431,3.87435,3.87435,4.87255,4.87255,8.7469,8.7469
"2-06-01_ab_4txtgiven-ballade2_01",2,6,1,"deutsch-unterricht",3,1.4,2.703,1.4368,1.34,0.632,29.253435881902,12.0298492204398,7.571,4.1748,1.82007,1.17961,3.84446,2.018536,5.18446,3.198146
"2-06-01_ab_4txtgiven-ballade2_01",2,6,1,"als",-2,-2,1.29,1.29,0.78,0.78,-64.932692167524,-64.932692167524,16.804,16.804,1.7121,1.7121,4.02012,4.02012,5.73222,5.73222
"2-06-01_ab_4txtgiven-ballade2_01",2,6,1,"hausaufgabe",1,-0.5,2.381,0.7255,1.75,1.1575,23.285423024027,4.426988882963,6.026,1.9355,3.44625,1.97125,6.67275,2.8640125,9.4815,4.8352625
"2-06-01_ab_4txtgiven-ballade2_01",2,6,1,"eine",3,3,1.935,1.935,1.31,1.31,17.402541298341,17.402541298341,4.504,4.504,3.34443,3.34443,4.5326,4.5326,7.87703,7.87703
"2-06-01_ab_4txtgiven-ballade2_01",2,6,1,"ballade",1,-5,5.941,4.097,2.23,1.49,13.480324842432,-14.3593901027333,10.654,6.042,8.2956,4.72233,7.39691,5.24727333333333,15.69251,9.96960333333333
"2-06-01_ab_4txtgiven-ballade2_01",2,6,1,"auswendig",2,0,1.818,0.984666666666667,0.77,0.516666666666667,2.454523585543,-0.50566930539867,1.197,0.667,1.8463,1.16648333333333,1.64472,0.873193333333333,3.25787,2.03967666666667
"2-06-01_ab_4txtgiven-ballade2_01",2,6,1,"lernen",2,-1,1.99,1.64,1.46,1.135,-0.191891317656996,-3.79249078052899,1.913,0.9815,3.7668,2.772375,3.71278,2.28974,7.47958,5.062115
"2-07-05_DK_3scenario-lawine3_04",2,7,5,"sie",1,1,0.917,0.917,0.52,0.52,-29.273399217092,-29.273399217092,7.576,7.576,1.00828,1.00828,2.132,2.132,3.14028,3.14028
"2-07-05_DK_3scenario-lawine3_04",2,7,5,"sind",6,6,3.243,3.243,1.89,1.89,18.617443710211,18.617443710211,4.818,4.818,5.83065,5.83065,6.69249,6.69249,12.52314,12.52314
"2-07-05_DK_3scenario-lawine3_04",2,7,5,"schon",-2,-5.5,4.639,3.372,1.52,1.13,0.561705038777006,-11.7690048159915,6.237,3.191,5.3124,3.63115,5.8596,3.37195,11.172,7.0031
"2-07-05_DK_3scenario-lawine3_04",2,7,5,"sehr",14,14,5.957,5.957,2.64,2.64,43.463732276585,43.463732276585,11.248,11.248,10.02672,10.02672,12.18096,12.18096,22.20768,22.20768
"2-07-05_DK_3scenario-lawine3_04",2,7,5,"gespannt",2,-0.333333333333333,2.041,1.39633333333333,2.61,1.22666666666667,12.31191369131,-5.92768345030967,4.771,3.658,4.7763,2.46121666666667,9.21069,4.15237,13.98699,6.61358666666667
"2-07-05_DK_3scenario-lawine3_04",2,7,5,"auf",-1,-1,0.719,0.719,0.47,0.47,-4.34732808755899,-4.34732808755899,1.125,1.125,0.83754,0.83754,0.98089,0.98089,1.81843,1.81843
"2-07-05_DK_3scenario-lawine3_04",2,7,5,"die",0,0,0,0,0.24,0.24,-18.977692426706,-18.977692426706,4.911,4.911,0.24,0.24,0.85512,0.85512,1.09512,1.09512
"2-07-05_DK_3scenario-lawine3_04",2,7,5,"ersten",8,3.33333333333333,5.714,3.57866666666667,1.33,0.913333333333333,23.866550547445,19.369405412394,6.176,5.01233333333333,4.98351,2.97302,4.66165,3.26942,9.64516,6.24244
"2-07-05_DK_3scenario-lawine3_04",2,7,5,"untersuchungsergebnisse",2,-1.75,5.085,1.97675,1.15,0.57,11.523579693416,-7.96159511449475,13.286,3.335875,3.5006,1.45609625,3.44195,1.6035875,6.94255,3.05968375
"2-08-06_BG-222",2,8,6,"matthias",6,-0.25,7.563,4.146,1.78,1.31,139.88751966507,15.6590602416175,36.202,21.64,5.90112,4.31293,10.44456,7.23615,15.30984,11.54908
"2-08-06_BG-222",2,8,6,"hat",-3,-3,2.439,2.439,0.97,0.97,-20.165051164647,-20.165051164647,5.219,5.219,2.69854,2.69854,3.52789,3.52789,6.22643,6.22643
"2-08-06_BG-222",2,8,6,"mit",-2,-2,1.389,1.389,0.97,0.97,-18.92639664578,-18.92639664578,4.898,4.898,2.18832,2.18832,3.4532,3.4532,5.64152,5.64152
"2-08-06_BG-222",2,8,6,"doktor",-1,-1.5,1.55,1.154,0.86,0.84,-4.028257135442,-6.270511885028,2.203,1.6225,1.927,1.74352,2.19678,1.97129,4.12378,3.71481
"2-08-06_BG-222",2,8,6,"buhber",0,-0.5,0.613,0.3065,1.14,1.035,0.0132307590039886,-2.26566361884901,1.176,0.5895,1.9266,1.4283,1.97346,1.55901,3.07116,2.98731
"2-08-06_BG-222",2,8,6,"geredet",0,-0.666666666666667,0.893,0.477,1.1,0.69,-1.69038924049599,-2.10540726668433,0.623,0.544666666666667,1.7831,1.03436,1.8194,1.12119666666667,3.6025,2.15555666666667
"2-09-03_as_3scenario-diedame2_01",2,9,3,"tom",14,14,8.589,8.589,1.2,1.2,71.025947640276,71.025947640276,18.381,18.381,5.1132,5.1132,6.3324,6.3324,11.4456,11.4456
"2-09-03_as_3scenario-diedame2_01",2,9,3,"und",-7,-7,4.861,4.861,1.19,1.19,15.985428776854,15.985428776854,4.137,4.137,4.22569,4.22569,3.99959,3.99959,8.22528,8.22528
