"file","Block","Sentence","Speaker","Word","scoreMax_synchrony","scoreMean_synchrony","scoreMax_syncRel","scoreMean_syncRel","scoreMax_Mass","scoreMean_Mass","scoreMax_scaling","scoreMean_scaling","scoreMax_scaleRel","scoreMean_scaleRel","scoreMax_massXsync","scoreMean_massXsync","scoreMax_massXscale","scoreMean_massXscale","scoreMax_massXf0","scoreMean_massXf0"
"2-09-03_as_3scenario-diedame2_01",2,9,3,"isabel",31,5.33333333333333,11.032,7.14833333333333,1.77,1.26,-11.973893082219,-35.702205178634,17.231,9.23933333333333,8.12253,5.13380333333333,5.45112,4.76634333333333,13.49448,9.90014666666667
"2-09-03_as_3scenario-diedame2_01",2,9,3,"möchten",4,4,1.843,1.843,1.19,1.19,30.76226106041,30.76226106041,7.961,7.961,2.98333,2.98333,4.95516,4.95516,7.93849,7.93849
"2-09-03_as_3scenario-diedame2_01",2,9,3,"an",-12,-12,6.593,6.593,1.31,1.31,10.492238625037,10.492238625037,2.715,2.715,5.14175,5.14175,3.78983,3.78983,8.93158,8.93158
"2-09-03_as_3scenario-diedame2_01",2,9,3,"dem",-2,-2,1.17,1.17,1.05,1.05,-31.10384485771,-31.10384485771,8.049,8.049,2.2239,2.2239,4.3869,4.3869,6.6108,6.6108
"2-09-03_as_3scenario-diedame2_01",2,9,3,"stand",24,12,10.86,5.43,1.51,0.905,15.894366661973,9.0418947500415,4.113,2.34,6.89768,3.59884,5.06454,2.77947,11.96222,6.37831
"2-09-03_as_3scenario-diedame2_01",2,9,3,"des",-2,-2,1.869,1.869,0.4,0.4,44.001657959246,44.001657959246,11.387,11.387,1.0084,1.0084,1.8524,1.8524,2.8608,2.8608
"2-09-03_as_3scenario-diedame2_01",2,9,3,"frauenvereins",4,-0.5,6.667,3.00225,1.2,0.8875,29.507616248853,-9.830561281323,9.062,6.36225,3.174,2.454595,5.1972,3.314735,8.3712,5.76933
"2-09-03_as_3scenario-diedame2_01",2,9,3,"ein",-3,-3,2.098,2.098,0.93,0.93,-2.73878961875101,-2.73878961875101,0.709,0.709,2.44683,2.44683,1.64889,1.64889,4.09572,4.09572
"2-09-03_as_3scenario-diedame2_01",2,9,3,"bild",-7,-7,4.43,4.43,0.82,0.82,-31.212300644816,-31.212300644816,8.078,8.078,2.82162,2.82162,3.42924,3.42924,6.25086,6.25086
"2-09-03_as_3scenario-diedame2_01",2,9,3,"kaufen",0,-2.66666666666667,2.488,1.33966666666667,1.05,0.586666666666667,14.206506609489,-3.277310181746,5.156,3.29933333333333,2.9421,1.4943,3.8031,1.99578666666667,6.7452,3.49008666666667
"2-10-12_RK_3scenario-janina2_02",2,10,12,"es",15,15,7.937,7.937,1.15,1.15,-60.264678535419,-60.264678535419,15.596,15.596,4.784,4.784,5.81095,5.81095,10.59495,10.59495
"2-10-12_RK_3scenario-janina2_02",2,10,12,"klingelt",-7,-7.5,6.78,6.0215,1.73,1.615,71.699896595607,2.6531900635795,18.555,17.8685,6.30931,6.124655,9.14997,8.462985,15.45928,14.58764
"2-10-12_RK_3scenario-janina2_02",2,10,12,"an",-4,-4,3.509,3.509,0.82,0.82,-37.84543689297,-37.84543689297,9.794,9.794,2.60186,2.60186,3.63424,3.63424,6.2361,6.2361
"2-10-12_RK_3scenario-janina2_02",2,10,12,"der",-2,-2,1.77,1.77,0.75,0.75,-10.055107642774,-10.055107642774,2.602,2.602,1.8525,1.8525,2.13675,2.13675,3.98925,3.98925
"2-10-12_RK_3scenario-janina2_02",2,10,12,"tür",2,-2,3.614,2.7875,0.61,0.525,24.44889152873,11.926489811772,6.327,3.2405,1.95566,1.54235,1.70412,1.220195,2.83316,2.762545
"2-11-08_js_3scenario-ballade2_03",2,11,8,"sie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-11-08_js_3scenario-ballade2_03",2,11,8,"liest",9,4.5,6.207,3.1035,1.12,0.965,29.049496245126,28.900761180147,7.518,7.4795,4.31088,2.56044,4.56624,3.939975,8.87712,6.500415
"2-11-08_js_3scenario-ballade2_03",2,11,8,"sich",-4,-4,3.509,3.509,0.37,0.37,39.23049677033,39.23049677033,10.153,10.153,1.17401,1.17401,1.65723,1.65723,2.83124,2.83124
"2-11-08_js_3scenario-ballade2_03",2,11,8,"die",-2,-2,1.961,1.961,0.46,0.46,-9.07335231754496,-9.07335231754496,2.348,2.348,1.18036,1.18036,1.26178,1.26178,2.44214,2.44214
"2-11-08_js_3scenario-ballade2_03",2,11,8,"ballade",8,-0.666666666666667,7.463,3.89133333333333,2.36,1.61333333333333,22.8505451815529,-10.08245101336,12.184,6.55166666666667,7.98152,4.62714333333333,8.9444,5.80323,16.92592,10.4303733333333
"2-11-08_js_3scenario-ballade2_03",2,11,8,"durch",-7,-20.5,41.463,22.28,1.36,0.7,-61.728373283955,-61.728373283955,15.975,15.975,4.1276,2.19196,6.9156,3.5595,11.0432,5.75146
"2-12-04_bb_3given-lawine3_03",2,12,4,"schon",-2,-2,1.429,1.429,1.13,1.13,6.357747286007,6.357747286007,1.645,1.645,2.5764,2.5764,2.71539,2.71539,5.29179,5.29179
"2-12-04_bb_3given-lawine3_03",2,12,4,"seit",-6,-6,3.704,3.704,1.25,1.25,-19.618744859705,-19.618744859705,5.077,5.077,4.0425,4.0425,4.50375,4.50375,8.54625,8.54625
"2-12-04_bb_3given-lawine3_03",2,12,4,"wochen",9,-0.5,6.623,5.784,1.63,1.325,55.933815460961,21.122834693191,14.475,9.0085,5.82236,4.91548,8.07176,5.65921,13.89412,10.57469
"2-12-04_bb_3given-lawine3_03",2,12,4,"freuen",0,-1.5,3,1.5,1.24,1.015,1.19133648873299,-12.272847743411,6.661,3.4845,2.37,1.805,4.88312,2.989425,6.12312,4.794425
"2-12-04_bb_3given-lawine3_03",2,12,4,"sie",0,0,0,0,0.73,0.73,-12.136046731721,-12.136046731721,3.141,3.141,0.73,0.73,2.2265,2.2265,2.9565,2.9565
"2-12-04_bb_3given-lawine3_03",2,12,4,"sich",3,3,2.727,2.727,0.69,0.69,6.665459309526,6.665459309526,1.725,1.725,1.99962,1.99962,1.68774,1.68774,3.68736,3.68736
"2-12-04_bb_3given-lawine3_03",2,12,4,"auf",1,-5.5,8.163,5.025,0.67,0.345,-1.734509273182,-9.41599846768,4.425,2.437,2.81132,1.43096,2.3048,1.16775,5.11612,2.59871
"2-12-04_bb_3given-lawine3_03",2,12,4,"dieses",5,3.5,3.731,2.5745,0.93,0.9,19.970318081067,13.105474325694,5.168,3.3915,2.82054,2.46768,3.15375,2.68683,5.97429,5.15451
"2-12-04_bb_3given-lawine3_03",2,12,4,"thema",-4,-6.5,5.769,3.954,1.18,1.02,-22.869041732299,-24.013096673905,6.51,6.214,4.43562,3.35731,4.4722,3.91697,8.90782,7.27428
"2-13-02_SOF-210",2,13,2,"ich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-13-02_SOF-210",2,13,2,"kann",-1,-1.5,1.786,1.706,1.3,0.955,27.383827516375,10.1494503852335,7.087,4.4605,3.1109,2.31124,5.2208,3.373815,8.3317,5.685055
"2-13-02_SOF-210",2,13,2,"gar",-3,-3,2.885,2.885,1.21,1.21,-11.088690821011,-11.088690821011,2.87,2.87,3.57918,3.57918,3.57192,3.57192,7.1511,7.1511
"2-13-02_SOF-210",2,13,2,"nicht",0,0,0,0,0.91,0.91,-5.31496003112898,-5.31496003112898,1.375,1.375,0.91,0.91,2.04568,2.04568,2.95568,2.95568
"2-13-02_SOF-210",2,13,2,"glauben",3,-4,9.091,5.136,4,2.55,93.357536579236,10.474563104344,24.16,21.4495,8.5,6.63425,22.612,14.22265,31.112,20.8569
"2-13-02_SOF-210",2,13,2,"dass",-2,-2,2.041,2.041,0.52,0.52,-24.841045459011,-24.841045459011,6.429,6.429,1.3546,1.3546,2.02436,2.02436,3.37896,3.37896
"2-13-02_SOF-210",2,13,2,"sogar",0,-0.5,1.111,0.5555,1.23,0.7,-0.112005889218011,-3.4932624806865,1.779,0.904,1.23,0.79163,3.04425,1.61061,4.27425,2.40224
"2-13-02_SOF-210",2,13,2,"doktor",1,-1,2.239,1.6195,0.67,0.55,8.17424734710198,5.60402483948499,2.115,1.45,1.80632,1.33316,1.23012,1.182445,3.03644,2.515605
"2-13-02_SOF-210",2,13,2,"bahber",0,-1.5,1.579,0.7895,1.53,1.255,-2.40936608737601,-5.903988359455,2.432,1.528,3.62151,2.300755,4.25187,2.958935,7.87338,5.25969
"2-13-02_SOF-210",2,13,2,"so",0,0,0,0,0.54,0.54,0.289165484155006,0.289165484155006,0.075,0.075,0.54,0.54,0.59616,0.59616,1.13616,1.13616
"2-13-02_SOF-210",2,13,2,"eins",-1,-1,0.645,0.645,1,1,-3.314840760826,-3.314840760826,0.858,0.858,1.718,1.718,1.894,1.894,3.612,3.612
"2-13-02_SOF-210",2,13,2,"hat",-1,-1,0.641,0.641,0.79,0.79,-1.09088963860398,-1.09088963860398,0.282,0.282,1.35485,1.35485,1.07282,1.07282,2.42767,2.42767
"2-14-09_kk_3new-lawine2_03",2,14,9,"herr",2,2,2.041,2.041,0.72,0.72,33.41600947152,33.41600947152,8.648,8.648,1.8756,1.8756,3.0744,3.0744,4.95,4.95
"2-14-09_kk_3new-lawine2_03",2,14,9,"müller",8,2,8.696,5.614,3.6,2.28,112.206352297236,84.643132988101,29.038,21.905,10.152,7.12896,21.2724,13.02612,31.4244,20.15508
"2-14-09_kk_3new-lawine2_03",2,14,9,"ist",-1,-1,1.333,1.333,0.78,0.78,-73.016837434885,-73.016837434885,18.896,18.896,1.73316,1.73316,4.14492,4.14492,5.87808,5.87808
"2-14-09_kk_3new-lawine2_03",2,14,9,"der",-4,-4,3.448,3.448,1.25,1.25,-33.820450160705,-33.820450160705,8.752,8.752,3.94125,3.94125,5.3575,5.3575,9.29875,9.29875
"2-14-09_kk_3new-lawine2_03",2,14,9,"beliebteste",0,-1,1.923,0.957,0.94,0.705,5.228136136324,-17.477200405987,11.187,5.1995,2.08854,1.27607,3.04062,2.33072,5.0471,3.60679
"2-14-09_kk_3new-lawine2_03",2,14,9,"lehrer",-2,-2,1.026,1.026,2.61,2.61,-22.677210412513,-22.677210412513,5.869,5.869,5.26959,5.26959,9.8658,9.8658,15.13539,15.13539
"2-14-09_kk_3new-lawine2_03",2,14,9,"an",1,-1,1.765,1.4775,1.58,0.93,2.43069749789402,-3.451148191651,2.415,1.522,3.89786,2.24727,4.37976,2.42844,8.27762,4.67571
"2-14-09_kk_3new-lawine2_03",2,14,9,"seiner",0,0,0,0,1.16,0.92,0.449742556896979,-2.96306096052101,1.65,0.883,1.16,0.92,1.63608,1.48968,2.50328,2.40968
"2-14-09_kk_3new-lawine2_03",2,14,9,"schule",1,0,1.205,0.741666666666667,0.29,0.19,7.79042880173299,-0.589723019301667,3.708,2.31933333333333,0.58406,0.329856666666667,0.75197,0.513173333333333,1.33603,0.84303
"2-15-08_js_4txtgiven-drbieber2_01",2,15,8,"der",0,0,0,0,0.85,0.85,20.734531024652,20.734531024652,5.366,5.366,0.85,0.85,3.1195,3.1195,3.9695,3.9695
"2-15-08_js_4txtgiven-drbieber2_01",2,15,8,"oberarzt",7,-0.75,6.14,3.766,2.53,1.455,46.074360987044,5.1146257309425,11.924,8.30775,9.01439,4.3541875,10.2718,6.10475,19.28619,10.4589375
"2-15-08_js_4txtgiven-drbieber2_01",2,15,8,"und",-2,-2,1.307,1.307,0.8,0.8,-41.787960453747,-41.787960453747,10.814,10.814,1.7648,1.7648,3.6496,3.6496,5.4144,5.4144
"2-15-08_js_4txtgiven-drbieber2_01",2,15,8,"seine",1,-1,2.459,1.701,1.03,0.825,-0.422720919658985,-7.94986526323649,4.005,2.057,2.8737,2.04383,3.42269,2.067535,6.29639,4.111365
"2-15-08_js_4txtgiven-drbieber2_01",2,15,8,"kollegen",11,1,6.548,4.325,1.45,0.973333333333333,46.739043007975,22.9814278311293,12.096,5.94766666666667,5.6782,3.41924666666667,4.8749,3.55295333333333,10.5531,6.9722
"2-15-08_js_4txtgiven-drbieber2_01",2,15,8,"möchten",-7,-7,5.426,5.426,0.97,0.97,-60.055111636502,-60.055111636502,15.542,15.542,3.57348,3.57348,4.89656,4.89656,8.47004,8.47004
"2-15-08_js_4txtgiven-drbieber2_01",2,15,8,"doktor",-2,-2.5,1.648,1.5435,0.93,0.67,-5.66572772096399,-6.97012316096749,2.141,1.8035,2.23665,1.586955,2.46543,1.704625,4.70208,3.29158
"2-15-08_js_4txtgiven-drbieber2_01",2,15,8,"bieber",5,1,3.205,2.4645,1.51,1.185,29.191442835969,23.9910120583835,7.555,6.209,3.69346,3.16769,5.36352,4.44347,9.05698,7.61116
"2-15-08_js_4txtgiven-drbieber2_01",2,15,8,"gerne",9,4,4.891,3.0135,2.15,1.6,26.557881990253,19.3166791531045,6.873,4.999,7.65185,4.9258,6.5446,5.360225,14.19645,10.286025
"2-15-08_js_4txtgiven-drbieber2_01",2,15,8,"als",-1,-1.5,2.174,1.8015,0.77,0.43,-15.327244915928,-18.881614480923,5.806,4.8865,2.05282,1.12901,2.55024,1.444635,4.60306,2.573645
"2-15-08_js_4txtgiven-drbieber2_01",2,15,8,"neuen",-4,-4,1.449,1.449,2.16,2.16,-32.833697761526,-32.833697761526,8.497,8.497,4.95072,4.95072,9.17352,9.17352,14.12424,14.12424
"2-15-08_js_4txtgiven-drbieber2_01",2,15,8,"arzt",2,1,2.381,1.1905,1.35,0.705,42.133954989976,12.0564738585215,10.904,7.784,1.35,0.75771,4.7277,2.50104,6.0777,3.25875
"2-15-08_js_4txtgiven-drbieber2_01",2,15,8,"in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2-15-08_js_4txtgiven-drbieber2_01",2,15,8,"ihrem",3,2.5,1.587,1.551,1.14,0.905,23.949854498448,12.466052693569,6.198,3.226,2.70294,2.132355,2.57816,2.04547,4.21572,4.177825
"2-15-08_js_4txtgiven-drbieber2_01",2,15,8,"krankenhaus",0,-2.33333333333333,2.994,1.77333333333333,1.12,0.683333333333333,-8.91534378187001,-25.7365789769023,11.195,6.66033333333333,3.35776,1.50439333333333,5.16096,2.61638333333333,8.51872,4.12077666666667
"2-15-08_js_4txtgiven-drbieber2_01",2,15,8,"einstellen",4,1.5,1.99,1.2275,0.96,0.885,2.75686369471001,-3.37965845558,2.463,1.588,2.0898,1.78938,2.68032,2.059845,4.16928,3.849225
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"die",-1,-1,0.654,0.654,0.79,0.79,-48.002173505809,-48.002173505809,12.423,12.423,1.36354,1.36354,3.75013,3.75013,5.11367,5.11367
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"eltern",14,1.5,6.965,6.1785,1.55,1.475,49.655680736787,27.6048115645655,12.851,7.144,5.6978,5.6447,7.4276,5.3133,13.1254,10.958
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"sind",2,2,1.136,1.136,1.12,1.12,-30.132259264367,-30.132259264367,7.798,7.798,2.3464,2.3464,4.63344,4.63344,6.97984,6.97984
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"sich",-1,-1,0.84,0.84,0.29,0.29,3.035535884035,3.035535884035,0.786,0.786,0.5452,0.5452,0.53273,0.53273,1.07793,1.07793
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"unsicher",0,-5.25,4.727,2.65275,2.29,0.92,19.176310784177,-10.594615457674,14.709,5.46075,8.05622,3.04494,8.18904,3.389925,16.24526,6.434865
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"mit",0,0,0,0,0.91,0.91,-0.413099825412004,-0.413099825412004,0.107,0.107,0.91,0.91,1.04377,1.04377,1.95377,1.95377
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"einem",2,0,1.923,1.719,0.99,0.635,4.213053930228,3.4069197483685,1.09,0.8815,2.30769,1.510425,1.72458,1.15125,4.03227,2.661675
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"neuen",0,-0.5,0.781,0.3905,1.05,0.88,-1.33173615703501,-2.3721446300435,0.883,0.614,1.92465,1.317325,2.00865,1.511265,3.9333,2.82859
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"medikament",9,4.25,5.732,2.18775,1.88,1.1525,42.227140384663,11.4876818402723,10.928,2.973,5.65316,2.7353975,4.25568,2.4449575,8.648,5.180355
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"das",-1,-1,0.714,0.714,0.68,0.68,-30.644745211944,-30.644745211944,7.931,7.931,1.20836,1.20836,2.82812,2.82812,4.03648,4.03648
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"sie",-2,-2,1.587,1.587,0.55,0.55,3.732692641014,3.732692641014,0.966,0.966,1.30405,1.30405,1.08625,1.08625,2.3903,2.3903
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"vom",-6,-6,3.03,3.03,1.21,1.21,-8.65709225124,-8.65709225124,2.24,2.24,3.64331,3.64331,3.26216,3.26216,6.90547,6.90547
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"arzt",20,20,8.163,8.163,1.4,1.4,8.88091890657,8.88091890657,2.298,2.298,5.8744,5.8744,3.8108,3.8108,9.6852,9.6852
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"für",-4,-4,4.706,4.706,0.35,0.35,6.989506012825,6.989506012825,1.809,1.809,1.2292,1.2292,0.8715,0.8715,2.1007,2.1007
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"ihr",0,0,0,0,0.67,0.67,-24.453043508277,-24.453043508277,6.328,6.328,0.67,0.67,2.59491,2.59491,3.26491,3.26491
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"kind",3,3,1.471,1.471,1.13,1.13,17.690465292832,17.690465292832,4.578,4.578,2.60465,2.60465,3.9324,3.9324,6.53705,6.53705
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"bekommen",0,-8,5.614,2.807,1.76,0.955,24.067727498969,-7.874018568345,10.304,8.2665,6.55776,3.35388,7.91824,4.24817,14.476,7.60205
"2-16-11_PB_3scenario-drbahber2_01",2,16,11,"haben",2,1,1.149,0.5745,0.85,0.845,1.36062289896179,-3.87744633940281,2.359,1.3555,1.76736,1.30868,2.3358,1.7706,3.1858,3.07928
"2-17-09_kk_3new-janina2_08",2,17,9,"die",1,1,1.075,1.075,0.34,0.34,95.542625133418,95.542625133418,24.726,24.726,0.69802,0.69802,1.9329,1.9329,2.63092,2.63092
"2-17-09_kk_3new-janina2_08",2,17,9,"mädchen",6,-0.5,4.321,4.0715,1.71,1.525,45.894198984729,18.6135418115,11.877,7.06,5.5917,5.08189,8.01477,5.814375,13.60647,10.896265
"2-17-09_kk_3new-janina2_08",2,17,9,"werden",-2,-6,5.495,3.924,2.35,1.485,-26.889881476113,-67.441643717934,27.948,17.4535,8.69265,5.197275,13.75925,8.117455,22.4519,13.31473
"2-17-09_kk_3new-janina2_08",2,17,9,"sich",-2,-2,1.481,1.481,0.83,0.83,-2.951991774258,-2.951991774258,0.764,0.764,1.91813,1.91813,1.50977,1.50977,3.4279,3.4279
"2-17-09_kk_3new-janina2_08",2,17,9,"mit",-2,-2,1.653,1.653,0.56,0.56,-11.635397456112,-11.635397456112,3.011,3.011,1.34848,1.34848,1.68224,1.68224,3.03072,3.03072
"2-17-09_kk_3new-janina2_08",2,17,9,"ihrer",0,-0.5,0.758,0.379,0.74,0.73,-12.77995705866,-16.078563807053,5.015,4.161,1.30608,1.02304,2.65586,2.44645,3.54312,3.46949
"2-17-09_kk_3new-janina2_08",2,17,9,"neuen",15,15,4.854,4.854,2.2,2.2,90.996386978967,90.996386978967,23.549,23.549,7.8078,7.8078,12.3596,12.3596,20.1674,20.1674
"2-17-09_kk_3new-janina2_08",2,17,9,"klassenkameradin",-1,-2.83333333333333,3.252,1.94516666666667,2.12,1.2,0.359125198135018,-12.5999952914188,6.633,3.29183333333333,4.36932,2.91607833333333,5.9466,3.21277,10.31592,6.12884833333333
"2-17-09_kk_3new-janina2_08",2,17,9,"sicher",4,1.5,2.469,1.6655,0.64,0.505,0.53241110831101,-4.49145269060701,2.462,1.3,1.7888,1.245345,1.03304,0.89636,2.54848,2.141705
"2-17-09_kk_3new-janina2_08",2,17,9,"gut",-1,-1,0.637,0.637,0.84,0.84,43.718780589554,43.718780589554,11.314,11.314,1.43724,1.43724,3.88248,3.88248,5.31972,5.31972
"2-17-09_kk_3new-janina2_08",2,17,9,"verstehen",-1,-1,1.163,0.900666666666667,0.59,0.52,-6.20492528084299,-19.576715446286,11.495,5.06633333333333,1.16761,0.984246666666667,1.8572,1.58907666666667,2.7199,2.57332333333333
"2-18-07_hw_3scenario-romana2_02",2,18,7,"von",-6,-6,5,5,0.69,0.69,-28.01889595807,-28.01889595807,7.251,7.251,2.47365,2.47365,2.79105,2.79105,5.2647,5.2647
"2-18-07_hw_3scenario-romana2_02",2,18,7,"einem",6,6,2.941,2.941,1.82,1.82,-2.17608802001899,-2.17608802001899,0.563,0.563,5.42178,5.42178,2.99208,2.99208,8.41386,8.41386
"2-18-07_hw_3scenario-romana2_02",2,18,7,"bekannten",8,3.66666666666667,4.848,2.05266666666667,2.04,1.4,40.694317632319,16.3190749112633,10.531,4.919,5.322,3.49544,6.7905,4.79384,12.1125,8.28928
"2-18-07_hw_3scenario-romana2_02",2,18,7,"haben",-9,-9,6.338,6.338,1.6,1.6,-13.947934787958,-13.947934787958,3.61,3.61,6.2,6.2,5.128,5.128,11.328,11.328
"2-18-07_hw_3scenario-romana2_02",2,18,7,"sie",-6,-6,5.607,5.607,0.81,0.81,-22.013101317656,-22.013101317656,5.697,5.697,3.01644,3.01644,3.03264,3.03264,6.04908,6.04908
"2-18-07_hw_3scenario-romana2_02",2,18,7,"eine",-6,-6,3.429,3.429,1.47,1.47,-17.746589707594,-17.746589707594,4.593,4.593,4.62609,4.62609,5.12148,5.12148,9.74757,9.74757
"2-18-07_hw_3scenario-romana2_02",2,18,7,"gute",5,2.5,3.788,1.894,0.87,0.715,34.603942343033,20.467187021147,8.955,5.2965,2.83533,1.697665,2.4164,2.251765,4.92246,3.94943
"2-18-07_hw_3scenario-romana2_02",2,18,7,"empfehlung",2,-4.33333333333333,8.667,3.79733333333333,1.36,1.12333333333333,-5.46337241384998,-22.8102134163533,10.012,5.903,4.57211,3.21224333333333,5.2564,4.05480333333333,9.34538,7.26704666666667
"2-18-07_hw_3scenario-romana2_02",2,18,7,"bekommen",5,-0.666666666666667,5.691,3.15966666666667,0.73,0.53,6.57443860591999,3.092855673594,1.701,1.46633333333333,2.73166,1.6942,1.77609,1.19394333333333,4.50775,2.88814333333333
"2-19-03_as_1new2txtaccessbl-lawine2_03",2,19,3,"herr",-1,-1,0.833,0.833,1.14,1.14,57.089744711484,57.089744711484,14.774,14.774,2.13636,2.13636,5.67606,5.67606,7.81242,7.81242
"2-19-03_as_1new2txtaccessbl-lawine2_03",2,19,3,"müller",5,2,6.024,4.61166666666667,1.3,0.96,46.411216297018,27.986004433188,12.011,7.24266666666667,3.73576,3.14338666666667,4.6163,3.78475333333333,8.34372,6.92814
"2-19-03_as_1new2txtaccessbl-lawine2_03",2,19,3,"ist",-4,-4,3.774,3.774,1.03,1.03,-32.673424698855,-32.673424698855,8.456,8.456,3.35265,3.35265,4.36823,4.36823,7.72088,7.72088
"2-19-03_as_1new2txtaccessbl-lawine2_03",2,19,3,"der",-4,-4,3.077,3.077,1.11,1.11,-46.48988058039,-46.48988058039,12.031,12.031,3.36108,3.36108,5.22144,5.22144,8.58252,8.58252
"2-19-03_as_1new2txtaccessbl-lawine2_03",2,19,3,"beliebteste",8,0.75,5.926,3.39775,0.97,0.7225,58.188409991779,19.592028011585,15.059,8.4125,3.62004,2.14877,3.8458,2.8979625,7.05675,5.0467325
"2-19-03_as_1new2txtaccessbl-lawine2_03",2,19,3,"lehrer",-4,-8.5,6.5,4.974,2.65,1.92,-53.283674700121,-59.9686387324665,17.249,15.519,10.35355,7.05281,13.7535,9.78392,24.10705,16.83673
"2-19-03_as_1new2txtaccessbl-lawine2_03",2,19,3,"an",-1,-1,1.136,1.136,0.72,0.72,-5.612499918042,-5.612499918042,1.452,1.452,1.5084,1.5084,1.65168,1.65168,3.16008,3.16008
"2-19-03_as_1new2txtaccessbl-lawine2_03",2,19,3,"seiner",2,1,1.98,0.99,1.36,1.03,-0.698086218753019,-1.4520390955675,0.571,0.376,1.8025,1.58125,2.24672,1.55736,3.60672,3.13861
"2-19-03_as_1new2txtaccessbl-lawine2_03",2,19,3,"schule",3,0.333333333333333,2.609,1.882,0.57,0.44,10.011890248082,-3.86931799786534,3.666,2.72866666666667,1.2696,1.04715,1.62108,1.23834,2.72289,2.28549
"2-20-06_FOF-138",2,20,6,"eine",15,15,8.021,8.021,1.43,1.43,-0.13897699151002,-0.13897699151002,0.036,0.036,5.96739,5.96739,1.50293,1.50293,7.47032,7.47032
"2-20-06_FOF-138",2,20,6,"akupunktur",1,-0.75,2.655,1.048,1.05,0.7575,66.49852958798,15.3934745297815,17.209,7.48225,1.7212,1.26398,5.39448,2.9738375,7.11568,4.2378175
"2-20-06_FOF-138",2,20,6,"kann",2,-1.5,4.545,3.4775,0.88,0.805,-9.024856327989,-29.9429891375925,13.162,7.749,2.53383,2.485715,3.52152,2.96548,6.05535,5.451195
"2-20-06_FOF-138",2,20,6,"nur",14,14,8.485,8.485,1.73,1.73,49.639569267545,49.639569267545,12.846,12.846,7.34558,7.34558,8.28843,8.28843,15.63401,15.63401
"2-20-06_FOF-138",2,20,6,"doktor",-2,-5.5,5.59,3.4755,1.26,1.235,12.228408227546,3.42741028842651,3.165,2.278,4.5012,3.66117,3.85308,3.29263,7.23338,6.9538
"2-20-06_FOF-138",2,20,6,"bahber",-4,-5,5.102,4.507,1.21,0.996666666666667,-22.850248587338,-31.91864563197,10.406,8.26033333333333,4.33785,3.44469,5.45952,4.19784,9.79737,7.64253
"2-20-06_FOF-138",2,20,6,"machen",-2,-3,2.235,1.5805,1.02,0.87,-1.89858452425,-7.659831311111,3.473,1.982,2.74788,2.0745,3.22422,2.17947,5.9721,4.25397
"3-01-03_as_4txtgiven-dienina2_02",3,1,3,"er",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-01-03_as_4txtgiven-dienina2_02",3,1,3,"schaut",9,5,4.712,2.7265,2.23,1.455,56.302080193909,32.467386025481,14.571,8.4025,7.83622,4.53011,6.00539,4.689435,13.84161,9.219545
"3-01-03_as_4txtgiven-dienina2_02",3,1,3,"sich",0,0,0,0,0.48,0.48,43.33079382177,43.33079382177,11.214,11.214,0.48,0.48,2.2128,2.2128,2.6928,2.6928
"3-01-03_as_4txtgiven-dienina2_02",3,1,3,"die",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-01-03_as_4txtgiven-dienina2_02",3,1,3,"nina",-4,-12.5,8.4,5.311,2.29,1.925,-21.409139540198,-24.906955647605,7.351,6.446,9.69357,6.943425,9.30198,7.54479,18.99555,14.488215
"3-01-03_as_4txtgiven-dienina2_02",3,1,3,"an",0,-3.5,4.487,2.2435,0.72,0.385,11.272984614489,-20.9772339942065,13.775,8.346,2.48832,1.26916,3.5172,1.83285,6.00552,3.10201
"3-02-04_bb_3new-romana3_08",3,2,4,"sie",-3,-3,2.4,2.4,0.51,0.51,-9.70942492393502,-9.70942492393502,2.513,2.513,1.41066,1.41066,1.43463,1.43463,2.84529,2.84529
"3-02-04_bb_3new-romana3_08",3,2,4,"wird",11,11,6.395,6.395,1.19,1.19,21.761955165602,21.761955165602,5.632,5.632,4.62553,4.62553,4.43751,4.43751,9.06304,9.06304
